MR,Author,Journal,Year,Publication Type,MSC,Citation,Version,Website,Length,Accuracy Score
3990993,"D'Anna, M. and Jafari, R. and Strazzanti, F.",Collect. Math.,2019,article,13A30 (13H10 20M14 20M25),"Delgado, M., García-Sánchez, P.A., Morais, J.: ""NumericalSgps""—a GAP package, Version 1.1.5 (2017) http://www.gap-system.org/Packages/numericalsgps.html. Accessed 25 Sept 2017",Package,Yes,175,3
3990993,"D'Anna, M. and Jafari, R. and Strazzanti, F.",Collect. Math.,2019,article,13A30 (13H10 20M14 20M25),"The GAP Group: GAP—Groups, Algorithms, and Programming, Version 4.8.4 (2016). http://www.gap-system.org. Accessed 4 June 2016",4.8.4,Yes,125,3
2894438,"D'Azevedo, A. B. and Jones, G. A. and Schulte, E.",Canad. J. Math.,2011,article,52B12 (05C25 52B15),"The GAP Group, GAP—Groups, Algorithms, and Programming. Version 4.4.9; 2006, http://www.gap-system.org.",4.4.9,Yes,103,3
3765459,"Dantas, A. C. and Sidki, S. N.",J. Algebra,2018,article,20E08 (20F18),"Y. Muntyan, D. Savchuk, AutomGrp – GAP package for computations in self-similar groups and semigroups, version 1.2.4, 2014.",Package,No,123,2
2845567,"Danz, S. and Müller, J.",Comm. Algebra,2011,article,20C20 (20D06),"The GAP Group, GAP—Groups, Algorithms, Programming—A System for Computational Discrete Algebra, Version 4.4.12, 2008. http://www.gap-system.org/",4.4.12,Yes,144,3
2872443,"Danz, S. and Müller, J.",J. Algebra,2012,article,20C20,"The GAP Group, GAP—groups, algorithms, and programming, version 4.4.12, 2008, http://www.gap-system.org.",4.4.12,Yes,104,3
3021404,"Danz, S. and Ellers, H. and Murray, J.",Proc. Edinb. Math. Soc. (2),2013,article,20C05 (16S34 20C08),"GAP Group, GAP—groups, algorithms, programming—a system for computational discrete algebra, Version 4.4.10 (2007) (available at www.gap-system.org).",4.4.10,Yes,148,3
3080203,"Daoud, B. and Hamitouche, M. and Merikhi, K.",Mediterr. J. Math.,2013,article,20F18,"W. Nickel, NQ, 1998, A refereed GAP 4 package. see [9].",Package,No,55,1
3080203,"Daoud, B. and Hamitouche, M. and Merikhi, K.",Mediterr. J. Math.,2013,article,20F18,"The GAP Group, GAP-Groups, Algorithms, and Programming. Version 4.4.12; 2008. Http://www.gap-system.org.",4.4.12,Yes,104,3
2057200,"Darafsheh, M. R. and Ashrafi, A. R. and Moghani, G. A.",Acta Math. Vietnam.,2004,article,20D08 (20F05),"M. Schonert et al., GAP, Groups, Algorithms and Programming, Lehrstuhl De fur Mathematik, RWTH, Aachen, 1992.",Unknown,No,109,1
2418685,"Darafsheh, M. R. and Farjami, Y. and Mahmiani, A.",Acta Math. Vietnam.,2008,article,20D06 (20D60),"M. Schönert et. al., GAP-Groups, Algorithms, and Programming, Lehrstuhl de für mathematik, 1995. (http://www.gap-system.org)",Unknown,Yes,124,2
2440718,"Darafsheh, M. R.",Internat. J. Algebra Comput.,2008,article,20D06 (20D60),"M. Schönert et al., GAP-groups, algorithms and programming, Lehrstuhl De für Mathematik (1995) (http://www.gap-system.org).",Unknown,Yes,123,2
2852917,"Das, A. K. and Nath, R. K.",Math. Proc. R. Ir. Acad.,2011,article,20D99 (20P05),"The GAP Group, GAP–Groups, Algorithms, and Programming, version 4.4.12, 2008. http://www.gap-system.org",4.4.12,Yes,103,3
3102179,"Datta, B. and Singh, N.",J. Combin. Theory Ser. A,2013,article,52B70 (57Qxx),"F. Effenberger, J. Spreer, simpcomp - A GAP toolkit for simplicial complexes, version 1.5.4, http://www.igt.uni-stuttgart.de/LstDiffgeo/simpcomp, 2011.",Package,Yes,151,3
1946634,"Davenport, J. H.",J. Symbolic Comput.,2002,incollection,68W30 (68N15 68T15),"Schönert, M. (together with, Bessche, H. U. et al.), (1997). updated by S. A. Linton, GAP: Groups Algorithms and Programming v. 3.4.4. Distributed Electronically with GAP, 18 April 1997.",3.4.4,No,186,2
3852764,"Davies, S.",Theory Comput. Syst.,2018,article,68Q19 (20B15 68Q45),"Delgado, M., Linton, S., Morais, J.: Automata – a GAP package, Version 1.13. http://cmup.fc.up.pt/cmup/mdelgado/automata/ (2011)",Package,Yes,128,3
3852764,"Davies, S.",Theory Comput. Syst.,2018,article,68Q19 (20B15 68Q45),"The GAP Group: GAP – Groups, Algorithms, and Programming, Version 4.8.6 (2016). http://www.gap-system.org",4.8.6,Yes,105,3
3224085,"Davvaz, B. and Alp, M.",Bull. Iranian Math. Soc.,2014,article,20N20,"M. Alp and C. D. Wensley, XMOD, Crossed modules and romancat1-groups in GAP, version 2.19, (2012) 1–49.",Package,No,103,2
3224085,"Davvaz, B. and Alp, M.",Bull. Iranian Math. Soc.,2014,article,20N20,"GAP4 The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4.5.5, 2012, http://www.gap-system.org.",4.5.5,Yes,108,3
2216274,"De Beule, J. and Storme, L.",Des. Codes Cryptogr.,2006,article,51E20 (05B25 51E21),"De Beule J, Govaerts P, Storme L Projective geometries, a share package for GAP. (http://cage.ugent.be/simjdebeule/pg)",Package,Yes,118,3
2216274,"De Beule, J. and Storme, L.",Des. Codes Cryptogr.,2006,article,51E20 (05B25 51E21),"The GAP Group, GAP—Groups, algorithms, and programming, Version 4.3; 2002. (http://www.gap-system.org)",4.3,Yes,102,3
2241339,"De Beule, J. and Storme, L.",Bull. Belg. Math. Soc. Simon Stevin,2005,article,51E20 (51E21),"J. De Beule, P. Govaerts, and L. Storme. Projective Geometries, a share package for GAP. (http://cage.ugent.be/~jdebeule/pg), submitted to GAP.",Package,Yes,143,3
2241339,"De Beule, J. and Storme, L.",Bull. Belg. Math. Soc. Simon Stevin,2005,article,51E20 (51E21),"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.3 ; 2002. (http://www.gap-system.org)",4.3,Yes,105,3
2319174,"De Beule, J. and Metsch, K.",J. Combin. Theory Ser. A,2007,article,51E23,"J. De Beule, P. Govaerts, L. Storme, Projective geometries, a share package for GAP, http://cage.ugent.be/simjdebeule/pg.",Package,Yes,121,3
2319174,"De Beule, J. and Metsch, K.",J. Combin. Theory Ser. A,2007,article,51E23,"The GAP Group, GAP—Groups, Algorithms, and Programming, version 4.4, http://www.gap-system.org, 2004.",4.4,Yes,101,3
2469977,"De Beule, J. and Govaerts, P. and Hallez, A. and Storme, L.",Des. Codes Cryptogr.,2009,article,05B25 (51E12 94B25),"GAP—Groups, Algorithms, Programming—a System for Computational Discrete Algebra: http://www-gap.mcs.st-and.ac.uk/.",Unknown,Yes,114,2
2679937,"De Bruyn, B. and Shpectorov, S.",Graphs Combin.,2010,article,51A45 (05E99 51A50 51E12),"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4.12 (http://www.gap-system.org) (2008)",4.4.12,Yes,105,3
3011535,"De Bruyn, B.",Adv. Geom.,2013,article,51A45 (05B25),"The GAP Group, GAP—Groups, Algorithms, and Programming. Version 4.4.12, 2008. www.gap-system.org",4.4.12,Yes,96,3
3000437,"De Bruyn, B.",Ann. Comb.,2012,article,05Exx (51E12),"The GAP Group: GAP—Groups, Algorithms, and Programming, Version 4.4.12 (2008) http://www.gap-system.org",4.4.12,Yes,103,3
3046349,"De Bruyn, B.",Des. Codes Cryptogr.,2013,article,51E12 (05B25 51E20),"The GAP Group. GAP—groups, algorithms, and programming, Version 4.4.12. http://www.gap-system. org (2008). Accessed 17 December 2008.",4.4.12,Yes,133,3
3300753,"De Bruyn, B.",Discrete Math.,2015,article,51E21,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4.12, 2008. (http://www.gap-system.org).",4.4.12,Yes,106,3
3991604,"De Bruyn, B. and Sahoo, B. K. and Sahu, B.",Discrete Appl. Math.,2019,article,51E21 (05B25),"The GAP Group, GAP – groups algorithms programming version 4.7.5, 2014, http://www.gap-system.org.",4.7.5,Yes,98,3
4001805,"De Bruyn, B. and Shpectorov, S.",Geom. Dedicata,2019,article,51E12 (05B25 20C15 20D08 51E14 94B27),"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.7.5 (2014). http://www.gapsystem.org",4.7.5,Yes,102,3
4066152,"De Bruyn, B. and Gao, M.",Linear Algebra Appl.,2020,article,51E12 (20C20 51A45 94B05),"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.7.5, http://www.gap-system.org, 2014.",4.7.5,Yes,105,3
3047613,"Decelle, S.",Ars Math. Contemp.,2014,article,20C34 (17Axx 20D08),"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4.12, 2008, http://www.gap-system.org.",4.4.12,Yes,106,3
2303198,"de Graaf, W. A.",J. Algebra,2007,article,17B30 (17B55),"M. Costantini, W.A. de Graaf, C. Schneider, liealgdb, a database of Lie algebras, a GAP4 package, 2006, in preparation.",Package,No,119,2
2303198,"de Graaf, W. A.",J. Algebra,2007,article,17B30 (17B55),"The GAP Group, GAP—Groups, algorithms, and programming, version 4.4, http://www.gap-system.org, 2004.",4.4,Yes,101,3
2556132,"de Graaf, W. A. and Pavan, A.",J. Algebra,2009,article,20G30 (11Y16),"Bettina Eick, Werner Nickel, Polycyclic, a GAP package, http://www.gap-system.org/Packages/polycyclic.html, 2004 (accepted).",Package,Yes,124,3
2556132,"de Graaf, W. A. and Pavan, A.",J. Algebra,2009,article,20G30 (11Y16),"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4.10, http://www.gap-system.org, 2007.",4.4.10,Yes,106,3
2745547,"de Graaf, W. A.",J. Algebra,2011,article,17B20 (17B25),"The GAP Group, GAP - Croups, Algorithms, and Programming, Version 4.4, http://www.gap-system.org, 2004.",4.4,Yes,103,3
2745547,"de Graaf, W. A.",J. Algebra,2011,article,17B20 (17B25),"W.A. de Graaf, SLA - computing with Simple Lie Algebras, a GAP package, http://science.unitn.it/simdegraaf/sla.html, 2009.",Package,Yes,122,3
2765379,"de Graaf, W. A.",J. Symbolic Comput.,2011,article,17B08,"GAP, 2004. GAP–Groups, Algorithms, and Programming, Version 4.4. The GAP Group, (http://www.gap-system.org).",4.4,Yes,108,3
2765379,"de Graaf, W. A.",J. Symbolic Comput.,2011,article,17B08,"de Graaf, W.A., 2009. SLA—computing with Simple Lie Algebras. A GAP package, (http://science.unitn.it/simdegraaf/sla.html).",Package,Yes,123,3
2944435,"de Graaf, W. A. and Yakimova, O. S.",Algebr. Represent. Theory,2012,article,14L30 (17B20 17B40),"The GAP Group: GAP–Groups, Algorithms, and Programming, Version 4.4 (2004). http://www.gap-system.org",4.4,Yes,101,3
2944435,"de Graaf, W. A. and Yakimova, O. S.",Algebr. Represent. Theory,2012,article,14L30 (17B20 17B40),"de Graaf, W.A.: SLA–Computing with Simple Lie Algebras. A GAP Package (2009). http://science.unitn.it/simdegraaf/sla.html",Package,Yes,121,3
2975387,"de Graaf, W. A. and Vinberg, E. B. and Yakimova, O. S.",J. Algebra,2012,article,17B08 (14L24 14L30),"The GAP Group, GAP–Groups, algorithms, and programming, Version 4.4, http://www.gap-system.org, 2004.",4.4,Yes,101,3
2975387,"de Graaf, W. A. and Vinberg, E. B. and Yakimova, O. S.",J. Algebra,2012,article,17B08 (14L24 14L30),"Willem A. de Graaf, SLA–Computing with simple Lie algebras. A GAP package, http://science.unitn.it/simdegraaf/sla.html, 2009.",Package,Yes,125,3
3768261,"De Graaf, W. A.",Internat. J. Algebra Comput.,2018,article,16Z05 (13P10 16S20),"B. Eick and T. Moede, ccalgs — version 1.0 — a GAP package (2015), http://www.icm.tu-bs.de/tobmoede/ccalgs/.",Package,Yes,108,3
3768261,"De Graaf, W. A.",Internat. J. Algebra Comput.,2018,article,16Z05 (13P10 16S20),"The GAP Group, GAP — Groups, Algorithms, and Programming, version 4.8.5 (2016).",4.8.5,No,79,1
2257255,"de Klerk, E. and Maharry, J. and Pasechnik, D. V. and Richter, R. B. and Salazar, G.",SIAM J. Discrete Math.,2006,article,05C10 (68R10 90C22 90C25),"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.3, http://www. gap-system.org (2002). 202 DE KLERK, MAHARRY, PASECHNIK, RICHTER, AND SALAZAR",4.3,Yes,158,3
2546331,"de Klerk, E. and Sotirov, R.",Math. Program.,2010,article,90C27 (90C22),"GAP—groups, algorithms, and programming, Version 4.4.9, The GAP group (2006) http://www.gap-system.org",4.4.9,Yes,102,3
2831404,"de Klerk, E. and Dobre, C. and Ṗasechnik, D. V.",Math. Program.,2011,article,90C22 (16Z05 65K05),"GAP—Groups, Algorithms, and Programming, Version 4.4.12, The GAP Group (2008). http://www.gap-system.org",4.4.12,Yes,104,3
2831404,"de Klerk, E. and Dobre, C. and Ṗasechnik, D. V.",Math. Program.,2011,article,90C22 (16Z05 65K05),"Solcher, L.H.: GRAPE: GRaph Algorithms using PErmutation groups—A GAP package, Version number 4.3 (2006). http://www.maths.qmul.ac.uk/simleonard/grape/",Package,Yes,151,3
3060945,"de Klerk, E. and E. -Nagy, M. and Sotirov, R.",Optim. Methods Softw.,2013,article,90B22 (90C35),"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4.12, 2008. Available at http://www.gap-system.org.",4.4.12,Yes,117,3
3073671,"Detomi, E. and Lucchini, A.",J. Lond. Math. Soc. (2),2013,article,20P05 (20D60),"The GAP Group, `GAP—groups, algorithms, and programming, version 4.4.12', 2008, http://www.gap-system.org.",4.4.12,Yes,106,3
2166799,"Dietrich, H. and Eick, B.",J. Algebra,2005,article,20-04 (20D06 20D10),"The GAP Group, GAP - Groups, Algorithms and Programming, http://www.gap-system.org,2000.",Unknown,Yes,88,1
3061707,"Dietrich, H. and Faccin, P. and de Graaf, W. A.",J. Symbolic Comput.,2013,article,17B99 (68W30),"Dietrich, H., Faccin, P., de Graaf, W.A., 2012. CoReLG - computing with real Lie groups. A GAP4 package, www.science.unitn.it/simcorelg.",Package,Yes,136,3
3061707,"Dietrich, H. and Faccin, P. and de Graaf, W. A.",J. Symbolic Comput.,2013,article,17B99 (68W30),"The GAP Group, 2012. GAP - groups, algorithms, and programming, v. 4.5.5. www.gap-system.org.",4.5.5,Yes,93,3
2513586,"Degtyarev, A.",J. Math. Kyoto Univ.,2008,article,14H10 (14H20 14H30),"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4.10 (2007), http://www.gap-system.org",4.4.10,Yes,104,3
2578307,"Degtyarev, A.",Geom. Topol.,2010,article,14H50 (14H20 14H57),"GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4.10 (2007) Available at http://www.gap-system.org",4.4.10,Yes,114,3
2742012,"Degtyarev, A.",Tohoku Math. J. (2),2010,article,14H45 (14H20 14H57),"The GAP Group, GAP—Groups, Algorithms, Programming, Version 4.4.10 (2007) (http: //www.gap-system.org).",4.4.10,Yes,103,3
2825262,"Degtyarev, A.",Michigan Math. J.,2011,article,14H50 (14H20 14H30),"The GAP Group, GAP—Groups, algorithms, programming, ver. 4.4.10, 2007, http: //www.gap-system.org .",4.4.10,Yes,99,3
2861751,"Degtyarev, A.",Proc. Lond. Math. Soc. (3),2011,article,14J27 (14H57 14P25 20F36),"The GAP Group, 'GAP—groups, algorithms, and programming, version 4.4.12', Manual, 2008, http://www.gap-system.org.",4.4.12,Yes,114,3
3096504,"Degtyarev, A.",Pacific J. Math.,2013,article,14H30 (14H50),"GAP Group, GAP–groups, algorithms, and programming, version 4.4.12, 2008, http://www.gap-system.org.",4.4.12,Yes,100,3
3651588,"Degtyarev, A. and Itenberg, I. and Sertöz, A. S.",Math. Ann.,2017,article,14J28 (14J27 14N25 14P05),"GAP—Groups, Algorithms, and Programming, Version 4.7.7. http://www.gap-system.org (2015)",4.7.7,Yes,88,2
3914542,"Degtyarev, A.",Rev. Mat. Iberoam.,2019,article,14J28,"The GAP Group: GAP–Groups, Algorithms, and Programming. Version 4.7.7, Feb. 2105. http://www.gap-system.org.",4.7.7,Yes,108,3
3996938,"Degtyarev, A.",Discrete Comput. Geom.,2019,article,14J28 (14J27 14N25),"GAP—Groups, Algorithms, and Programming, Version 4.7.7 (2015). http://www.gap-system.org",4.7.7,Yes,88,2
3208394,"Dejou, G. and Roblot, X.",J. Number Theory,2014,article,11R23 (11R20 11R54),"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.5.7, http://www.gap-system.org, 2012.",4.5.7,Yes,103,3
1849331,"Dekimpe, K. and Igodt, P. and Malfait, W.",J. Korean Math. Soc.,2001,incollection,57S30 (20F19 20H15 57M05),"The GAP Group, Aachen, St Andrews, GAP–Groups, Algorithms, and Programming, Version 4.2, 1999 ((http://www-gap.dcs.st-and.ac.uk/simgap)).",4.2,Yes,137,3
1959262,"Dekimpe, K. and Eick, B.",Experiment. Math.,2002,article,20-04 (20F16 57-04 57M05 57M07),"The GAP Group, GAP—Groups, Algorithms and Programming, Version 4.2, 2000. (http://www.gap-system.org).",4.2,Yes,102,3
3987331,"Dekimpe, K. and Kaiser, T. and Tertooy, S.",J. Algebra,2019,article,20H15 (20E45),"Franz Gähler, Carat, interface to CARAT, a crystallographic groups package, Version 2.2.2, Refereed GAP package, Mar. 2018.",Package,No,123,2
3987331,"Dekimpe, K. and Kaiser, T. and Tertooy, S.",J. Algebra,2019,article,20H15 (20E45),"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.10.0, URL: https://www.gap-system.org, 2018.",4.10.0,Yes,112,3
2287275,"Delgado, M. and Rosales, J. C.",Port. Math. (N.S.),2006,article,11D75,"Delgado, M.; García-Sánchez, P.A. and Morais, J. - ""numericalsgps"": a GAP [12] package on numerical semigroups. (http://www.gap-system.org/Packages/numericalsgps.html). 
MR3493240",Package,Yes,179,3
2287275,"Delgado, M. and Rosales, J. C.",Port. Math. (N.S.),2006,article,11D75,"The GAP Group - GAP - Groups, Algorithms, and Programming, Version 4.4, 2004. (http://www.gap-system.org).",4.4,Yes,106,3
1832319,"Delgado, M. and Fernandes, V. H.",Semigroup Forum,2000,article,20M20 (20M07 20M15),"Linton, S., G. Pfeiffer, E. Robertson, and N. Ruškuc, ""Monoid v2.0"", GAP package, 1997.",Package,No,87,1
1832319,"Delgado, M. and Fernandes, V. H.",Semigroup Forum,2000,article,20M20 (20M07 20M15),"Schönert, M., et al., ""GAP - Groups, Algorithms, and Programming"", Lehrstuhl D für Mathematik, Rheinisch Westfälische Technische Hochschule, Aachen, Germany, fifth edition, 1995.",Unknown,No,178,1
2050894,"Delgado, M. and Fernandes, V. H.",Semigroup Forum,2004,article,20M20,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.3, 2002. (http://www.gap-system.org).",4.3,Yes,105,3
1978524,"Delgado, M. and Héam, P.",Semigroup Forum,2003,article,20M35 (68Q70),"The GAP Group, GAP - Groups, algorithms, and programming, version 4.2, 2000. (http://www.gap-system.org).",4.2,Yes,105,3
2151427,"Delgado, M. and Fernandes, V. H.",Internat. J. Algebra Comput.,2005,article,20M07 (20F19 68Q70),"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.1 (Aachen, St Andrews, 1999), http://www-gap.dcs.st-and.ac.uk/gap.",4.1,Yes,132,3
2395197,"Delgado, M. and García-Sánchez, P. A. and Rosales, J. C. and Urbano-Blanco, J. M.",Semigroup Forum,2008,article,11D75 (20M10),"Delgado, M., García-Sánchez, P.A., Morais, J.: ""Numericalsgps"": a GAP [12] package on numerical semigroups. http://www.gap-system.org/Packages/numericalsgps.html 
MR3493240",Package,Yes,172,3
2395197,"Delgado, M. and García-Sánchez, P. A. and Rosales, J. C. and Urbano-Blanco, J. M.",Semigroup Forum,2008,article,11D75 (20M10),"The GAP Group: GAP—Groups, Algorithms, and Programming, Version 4.4 (2004). http://www.gap-system.org",4.4,Yes,101,3
2863437,"Delgado, M. and Steinberg, B.",Internat. J. Algebra Comput.,2011,article,20M07 (20E10 20F14 20F16),"M. Delgado and J. Morais, SgpViz, a GAP package to visualize finite semigroups, Version 0.998 (2008), http://www.gap-system.org/Packages/sgpviz.html.",Package,Yes,149,3
2863437,"Delgado, M. and Steinberg, B.",Internat. J. Algebra Comput.,2011,article,20M07 (20E10 20F14 20F16),"The GAP Group, GAP—groups, algorithms, and programming, version 4.4 (2004), http://www.gap-system.org.",4.4,Yes,102,3
