MR,Citation
MR3885688,"The GAP Group, GAP-Groups, Algorithms and Programming, Version 4.7.6, 2014 (http://www.gap-system.org/)."
MR3852775,"Delgado, M., García-Sánchez, P.A., Morais, J.: NumericalSgps, a GAP package for numerical semigroups, 1.0.1. http://www.gap-system.org/Packages/numericalsgps.html (2015) 
MR3493240"
MR3885670,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.7.4; 2015. http://www.gap-system.org"
MR3780524,"The GAP Group GAP—Groups, Algorithms, and Programming, Version 4.7.4; 2015 (http://www.gap-system.org)."
MR3989273,"The GAP Group: GAP - Groups, Algorithms, Programming - a System for Computational Discrete Algebra, Version 4.4. 2005; Available at http://www.gap-system.org."
MR3412002,"The GAP Group, GAP-Groups, Algoritms, and Programming, version 4.4.10, 2007, http://www.gap-system.org."
MR3491485,"The GAP Group, GAP-Groups, Algorithms and Programming, version 4.4.10, 2007, (http://www.gap-system.org)."
MR3609346,"The GAP Group. (2015). GAP-Groups, algorithms, and programming. version 4.7.8. Available at http://www.gap-system.org."
MR3627630,"The GAP Group (2007). GAP-Groups, Algoritms, and Programming, version 4.4.10 (http://www.gap-system.org)."
MR3437154,"The GAP Group, GAP-Groups, Algoritms, and Programming, version 4.4.10, 2007, (http://www.gap-system.org)."
MR3575987,"The GAP Group, GAP-Groups, Algorithms, and Programming, version 4.4.10 (2007), http://www.gap-system.org."
MR3825310,"The GAP Group, $GAP$-Groups, Algorithms, and Programming, version 4.4.10, 2007, http://www.gap-system.org."
MR3861464,"The GAP Team, GAP-Groups: Algoritms, and programming, version 4.5. 7 (2012). http://www.gapsystem.org. Accessed 13 Feb 2015"
MR3954662,"The GAP Group, GAP-Groups, algoritms, and programming, version 4.4.10, 2007, http://www.gap-system.org."
MR3608427,"G. P. Nagy and P. Vojtěchovský, LOOPS: A package for GAP 4, http://www.math.du.edu/loops."
MR3608427,"The GAP Group, GAPS – groups, algorithms, programming, version 4.5.4, http://www.gap-system.org."
MR2931395,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4.12, 2008 (http://www.gap-system.org)."
MR3096311,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4.12 (2008), http://www.gap-system.org."
MR1842006,"Schönert, M.; et al. GAP-Groups, Algorithms and Programming, Lebrstuhl D für Mathematik; RWTH: Aachen, 1995."
MR1892280,"M. Schönert et al., GAP-Group, Algorithms and Programming, Lehrstuhl D für Mathematik, RWTH (Aachen, 1993)."
MR2889474,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4.10; 2007. http://www.gap-system.org"
MR2080572,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.3; 2002, (http://www.gap-syscem.org)."
MR3085037,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4.12, http://www.gap-system.org, 2008."
MR2214474,"The GAP Group, `GAP – Groups, Algorithms, and Programming, Version 4.3', 2002, http://www.gap-system.org."
MR3987718,"The GAP Group, GAP groups algorithms, and programming, Version 4.10.0, 2018, available at http://www.gap-system.org."
MR1610479,"M. SCHO NERT et al., GAP 3.4 manual (groups, algorithms, and programming) (Lehrstuhl D fu r Mathematik, RWTH Aachen, 1994)."
MR2153793,"The GAP Group, `GAP - groups, algorithms, and programming', Version 4.4, 2004, http://www.gap-system.org. 125, 126, 128, 133, 134, 135, 136, 141"
MR2724218,"The GAP Group. (2004). GAP–Groups, Algorithms, and Programming. Version 4.4. http://www.gap-system.org."
MR2724218,"Nagy, G. P., Vojtěchovský, P. LOOPS: Computing with Quasigroups and Loops. Version 2.0.0. Package for GAP, http://www.math.du.edu/loops."
MR2859875,"GAP Group, GAP - Groups, algorithms, and programming, version 4.4.10, 2007, http://www.gap-system.org."
MR2859875,"G. Nagy, P. Vojtěchovský, LOOPS: Computing with quasigroups and loops in GAP - a GAP package, version 2.0.0, 2008, http://www.math.du.edu/loops. 
MR2379126"
MR3400403,"The GAP Group, GAP – groups, algorithms, and programming, version 4.5.5, available at http://www.gap-system.org, 2012."
MR3584827,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.5.5; 2012. http://www.gap-system.org."
MR3584827,"G.P. Nagy and P. Vojtěchovský, LOOPS: Computing with quasigroups and loops in GAP, version 2.2.0, http://www.math.du.edu/loops."
MR2682478,"Nagy G., Vojtěchovský P., LOOPS: Computing with quasigroups and loops, version 2.1.0, package for GAP, http://www.math.du.edu/loops."
MR3906181,"The GAP Group, GAP – groups, algorithms, and programming, version 4.8.8, http://www.gap-system.org, 2017."
MR3906181,"Christopher Jefferson, Ferret – GAP package, version 1.0.0, https://gap-packages.github.io/ferret/, 2018."
MR3906181,"Christopher Jefferson, Eliza Jonauskyte, Markus Pfeiffer, Markus Waldecker, Images – GAP package, version 1.1.0, https://gap-packages.github.io/images/, 2018."
MR3907348,"GAP, 2016. GAP – Groups, Algorithms, and Programming, Version 4.8.4. The GAP Group. http://www.gap-system.org."
MR4093964,"The GAP group, `GAP—groups, algorithms, and programming, version 4.8.7', 2017, http://www.gapsystem.org."
MR3056688,"The GAP Group, GAP - Groups, algorithms, and programming, version 4.6.3, 2013, http://www.gap-system.org."
MR3120600,"O. Broche, A. Konovalov, A. Olivieri, G. Olteanu, Á. del Río, and I. Van Gelder, Wedderga - a GAP package, Version 4.5.3, 2013, http://www.gap-system.org/Packages/wedderga.html."
MR3120600,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.6.2, 2013."
MR3144576,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.5.6, http://www.gap-system.org, 2012."
MR3223772,"G. Ellis. ""GAP package HAP—Homological Algebra Programming, Version 1.10.15."" 2014, Available online (http://www.gap-system.org/Packages/hap.html), 2014."
MR3223772,"U. Jezernik and P. Moravec. ""GAP Code for Computing Bogomolov Multipliers of Finite Solvable Groups."" Available online (http://www.fmf.uni-lj.si/$\sim$moravec/Papers/computing-bog.g), 2014. 
MR3314282"
MR3826494,"The GAP Group. GAP – Groups, Algorithms, and Programming, v. 4.5.6, 2012. (Available at http://www.gap-system.org.)"
MR3928524,"The GAP Group, GAP-groups, algorithms and programming, Vers. 4.4.12. (2008), http://www.gap-system.org."
MR4205730,"The GAP Group, GAP – Groups, Algorithms, and Programming, https://www.gap-system.org, Version 4.11.0, 2020."
MR2831230,"The GAP group, GAP—groups, algorithms, and programming, version 4.4.12, 2008, available at http://www.gap-system.org."
MR2831230,"G. P. Nagy and P. Vojtěchovský, `Loops: computing with quasigroups and loops in GAP, version 2.1.0', available at http://www.math.du.edu/loops."
MR2831230,"L. H. Soicher, `GRAPE, Graph algorithms using permutation groups, version 4.3', package for GAP, available at http://www.maths.qmul.ac.UK/$\sim$leonard/grape/."
MR2643896,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4, 2006; http://www.gap-system.org."
MR2419170,"The GAP Group, GAP—Groups, Algorithms, and Programming, version 4.4, 2006; http://www.gap-system.org."
MR2595748,"The GAP Group, `GAP–groups, algorithms, and programming', http://www.gap-system.org."
MR2745634,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.4, 2006, http://www.gap-system.org."
MR2793220,"GAP—Groups, Algorithms, and Programming, Version 4.4.12 http://www.gap-system.org."
MR2833508,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.4, 2006, (http://www.gap-system.org)."
MR3065803,"`The GAP group, GAP-groups, algorithms, and programming, version 4.4', 2006, http://www.gap-system.org."
MR3356048,"The GAP Group, GAP–Groups, Algorithms, and Programming, version 4.4, 2006 (http://www.gap-system.org)."
MR2191285,"J.-G. Dumas, F. Heckenbach, B. D. Saunders, and V. Welker, Simplicial Homology, A Share Package for GAP, manual, 2000."
MR2134166,"J.-G. Dumas, F. Heckenbach, B. D. Saunders, and V. Welker, Simplicial Homology, a share package for GAP, manual, 2000."
MR3763897,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.8.7; 2017. http://www.gap-system.org"
MR3763897,"J. D. Mitchell et al, Semigroups – GAP package, Version 3.0.1, June 2017, http://gap-packages.github.io/Semigroups/"
MR3318637,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.6.4, 2013, http://www.gap-system.org."
MR3378810,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.1, Aachen, St Andrews (1999), (http://www-gap.dcs.st-and.ac.uk/~gap)."
MR3991438,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.7.9, http://www.gap-system.org, 2015."
MR2509047,"The GAP Group, 1986. The GAP package. See http://www.gap-system.org/."
MR2523316,"The GAP Group, $GAP$ - Groups, Algorithms, and Programming, Version 4.4.9, 2007, www.gap-system.org"
MR2142431,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.3; 2000, (http://www.gap-system.org)"
MR2142431,"The GAP package GUAVA, Version 1.7, 2002, (http://www.gap-system.org/Info4/share.html)"
MR2142431,"Joyner, D.: MAGMA code: toric.mag code, http://cadigweb.ew.usna.edu/~wdj/papers/toric.mag GAP code: toric.g code, http://cadigweb.ew.usna.edu/~wdj/papers/toric.g"
MR2240022,"The GAP Group GAP—Groups, Algorithms, and Programming Version 4.4, 2005 [Online]. Available: http://www.gap-system.org"
MR2478418,"G. Ellis, The {\ssf GAP} package HAP 1.8.4, http://www.gap-system.org/Packages/hap.html."
MR2478418,"The {\ssf GAP} Group, {\ssf GAP} – Groups, Algorithms, and Programming, Version 4.4, 2005. http://www.gap-system.org."
MR2336559,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.3; 2002, (http://www.gap-system.org)."
MR2666133,"The GAP Group: GAP—Groups. Algorithms, and Programming. Version 4.4.10. 2007. (http://www.gap-system.org/)."
MR3923599,GAP user manual. https://www.gap-system.org/Manuals/doc/ref/chap39.html.
MR3923599,"Soicher, L.H.: DESIGN Package (Version 1.6) for GAP. http://www.maths.qmul.ac.uk/~leonard/designtheory.org/software/."
MR2684099,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4. 10; 2007 (http://www.gap-system.org)."
MR1844031,"M. Schönert, et al., GAP—Groups, Algorithms and Programming, 4th Edition, Lehrstuhl D für Mathematik, RWTH Aachen, 1994."
MR1960300,"The GAP Group, Lehrstuhl D für Mathematik, RWTH Aachen, Germany and School of Mathematical and Computational Sciences, U. St. Andrews, Scotland. GAP—Groups, Algorithms, and Programming, Version 3.4.4, 1997."
MR2025538,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.3, 2002, http://www.gap-system.org."
MR2025538,"G. Havas, M.F. Newman, E.A. O'Brien, ANU $p$-Quotient Program, Version 1.4, written in C, available as a share library with GAP and as part of Magma, or from http://www.maths.anu.edu.au/services/ftp.html, School of Mathematical Sciences, Canberra, 1997."
MR2114564,"G. Havas, M.F. Newman, E.A. O'Brien, ANU $p$-Quotient Program (version 1.4), written in C, available as a share library with GAP and as part of Magma, or from http://wwwmaths.anu.edu.au/services/ftp.html, School of Mathematical Sciences, Canberra, 1997."
MR3105945,"G. Ellis, GAP-HAP homological algebra programming, http://www.gap-system.org/Packages/hap.html."
MR3102378,"The GAP Group, GAP Groups, Algorithms, and Programming, Version 4.4.10, 2007, http://www.gap-system.org"
MR3395693,"The GAP Group (2007). GAP-Groups, Algorithms, and Programming, Version 4.4.10. Available at http://www.gap-system.org"
MR2925926,"The GAP Group, GAP–Groups, Algorithms and Programming, Version 4.4.10, http://www.gap-system.org, 2007."
MR3276737,"The GAP Group, GAP—Groups, Algorithms, and Programming, version 4.6.4, http://www.gap-system.org, 2013."
MR3180005,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4.12 (2008) http://www.gap-system.org"
MR2255137,"The GAP-Group, GAP—Gzroups, Algorithms, and Programming, Version 4.4, 2005, http://www.gap-system. org."
MR2501517,"The GAP-Group, GAP—Groups, Algorithms, and Programming, Version 4.4, http://www.gap-system.org/, 2005."
MR2501517,"M. Kambites, SmallOverlap—A GAP 4 package for small overlap monoids and semigroups, http://www.maths.manchester.ac.uk/$\sim$mkambites/, 2008."
MR4013324,"GAP — Groups, Algorithms and Programming, Version 4.8.6, The GAP Group (2016), http://www.gap-system.org."
MR4143003,"The GAP Group, GAP — Groups, Algorithms, and Programming, Version 4.8.6 (2016), https://www.gap-system.org/."
MR1804385,"F. Celler, Matrixgruppenalgorithmen in GAP. Ph. D. thesis, RWTH Aachen 1997."
MR1804385,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.1, Aachen/St Andrews 1999 (URL: http://www-gap.dcs.st-and.ac.uk/$\sim$gap)."
MR2531224,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4, http://www.gap-system.org, 2005."
MR2530749,"The GAP Group, GAP. (2007). Groups, Algorithms, and Programming, Version 4.4.10 Available at: http://www.gap-system.org."
MR2685150,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4.12 of 17-Dec-2008 (http://www.gap-system.org)."
MR3722042,"M. Delgado, P. A. García-Sánchez, J. Morais, NumericalsSgps, A GAP package for numerical semi-groups (2015), http://www.gap-system.org. 
MR3493240"
MR3722042,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.8.6 (2016), http://www.gap-system.org."
MR2152689,"The GAP group. GAP–Groups, algorithms, and programming, Version 4.4 (2004). http://www.gap-system.org"
MR2655296,"The $\ssf{GAP}$ Group, GAP - Groups, Algorithms, and Programming, Version 4.4.7, 2006, (http://www.gap-system.org)."
MR3627644,"The GAP Group. (2016). GAP—groups, algorithms, and programming, Version 4.8.6. http://www.gap-system.org."
MR2655295,"The $\ssf{GAP}$ Group, GAP – Groups, Algorithms, and Programming, Version 4.4, 2004. Website at http://www.gapsystems.org."
MR3567870,"The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4.4.7, 2006, http://www.gap-system.org."
MR2359602,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.3, 2002 (http://www.gap-system.org)."
MR2359602,"D.F. Holt, GAP Package—KBMAG, 2002."
MR2833509,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.4 ; 2006, (http://www.gap-system.org)."
MR3768258,"M. Delgado, P. A. Garcia-Sánchez and J. Morais, Numerical sgps, A package for numerical semigroups, Version 1.0.1 (2015) (GAP Package). 
MR3493240"
MR3768258,"The GAP Group, GAP-Groups Algorithms and Programming, Version 4.7.8, http://www.gap-system.org (2014)."
MR3670358,"Soicher, L. H. (2012). GRAPE, graph algorithms using permutation groups, Version 4.6.1. http://www.maths.qmul.ac.uk/leonard/grape/, grape (May 2012, Refereed GAP package)."
MR2330438,"F. Celler, M. Neunhöffer, GAP package XGAP–a graphical user interface for GAP, 2004. http://www-gap.mcs.st-and.ac.uk/Packages/xgap.html"
MR2330438,"GAP - Groups, Algorithms, Programming - a System for Computational Discrete Algebra, 2005. http://www.gap-system.org"
MR2043801,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.3, 2002, $<$URL: http://www.gap-system.org$>$."
MR2191287,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4, http://www.gap-system.org(2004)."
MR3429475,"The GAP group, GAP – Groups, Algorithms, and Programming, v. 4.4.12, http://www.gap-system.org, 2008."
MR3429475,"P. N. Achar, An implementation of the generalized Lusztig-Shoji algorithm, GAP package, https://www.math.lsu.edu/~pramod/resources.html, 2008."
MR3627285,"F. Effenberger, J. Spreer, simpcomp – A GAP package, Version 2.1.5, 2009–2016, https://github.com/simpcomp-team/simpcomp."
MR3627285,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.3, http://www.gap-system.org, 2016."
MR2045016,"Lehrstuhl D für Mathematik, RWTH Aachen, GAP, computer program, available from http://www-gap.dcs.st-and.ac.uk/$\sim$gap."
MR2307123,"Lehrstuhl D für Mathematik, RWTH Aachen, GAP, computer program. Available from: http://www-gap.dcs.st-and.ac.uk/$\sim$gap."
MR4068288,"The GAP group, $\ssf{GAP}$—Groups, algorithms, and programming, version 4.4, 2004, http://www.gap-system.org."
MR4135546,"The GAP group, GAP – groups, algorithms, and programming, version 4.4, http://www.gap-system.org, 2004."
MR4167659,"The GAP Group, Groups algorithms and programming, version 4.8.10, available at http://www.gap-system.org, 2018."
MR2658417,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4; 2006 http://www.gap-system.org)."
MR2658417,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4; 2006, package singular (http://www.gap-system.org)."
